id_transaccion,id_cliente,monto,fecha,id_tienda,_id,nombre,genero,edad,ingresos,gastos_mensuales,puntos_lealtad,preferencias_producto,ciudad,estado
5595,647,8979.16,17/12/2021,28,{'$oid': '69fd6ef6476e52befdc83bba'},Carmen Ballesteros Urbina,Prefiere no decir,18,116812.59,3723.31,411846,"['belleza', 'deportes', 'Hogar y Cocina', 'hogar y cocina']",Campeche,Campeche
5596,626,440.04,08-29-2020,80,{'$oid': '69fd6ef6476e52befdc83ba5'},Sr(a). Micaela Gamboa,Prefiere no decir,23,229004.23,16014.57,601528,"['hogar y cocina', 'Belleza', 'ropa y calzado']",Chetumal,Quintana Roo
5597,1098,9513.6,05/07/2023,40,{'$oid': '69fd6ef6476e52befdc83d7d'},Bruno Cervantes Alcántar,Femenino,27,218939.66,68113.53,738058,"['Hogar y Cocina', 'electrónica']",Torreón,Coahuila
5598,263,8878.11,07/08/2021,26,{'$oid': '69fd6ef6476e52befdc83a3a'},Gustavo Castro Hinojosa,Femenino,24,301533.49,150915.33,246571,"['Ropa y Calzado', 'hogar y cocina']",Saltillo,Coahuila
5599,1,3322.09,14/08/2022,19,{'$oid': '69fd6ef6476e52befdc83934'},Tania Razo Gastélum,Masculino,52,22117.81,2288.37,427023,['Deportes'],Saltillo,Coahuila
5600,339,2283.69,30/01/2020,12,{'$oid': '69fd6ef6476e52befdc83a86'},Blanca Antonia Pelayo Rentería,Femenino,58,267426.44,43827.61,487728,"['ELECTRÓNICA', 'electrónica']",Monterrey,Nuevo León
5601,459,3831.63,2021-08-16,2,{'$oid': '69fd6ef6476e52befdc83afe'},Andrea Serna,Femenino,36,4320.55,2499.28,390576,"['deportes', 'Ropa y Calzado', 'ropa y calzado']",Querétaro,Querétaro
5602,20,8500.69,2020-12-22,35,{'$oid': '69fd6ef6476e52befdc83947'},Dr. Cristal Rojas,No binario,75,260096.92,242268.52,701323,"['ROPA Y CALZADO', 'ropa y calzado', 'electrónica', 'Belleza']",Mérida,Yucatán
5603,179,8608.68,22/09/2023,46,{'$oid': '69fd6ef6476e52befdc839e6'},Dr. Daniela Carrillo,Femenino,76,288128.3,163762.15,501106,"['belleza', 'Deportes']",Los Mochs,Sinaloa
5604,212,6782.07,04-15-2022,11,{'$oid': '69fd6ef6476e52befdc83a07'},Laura Pamela Hinojosa Estrada,Prefiere no decir,61,74069.68,5809.18,222119,['HOGAR Y COCINA'],Zacatecas,Zacatecas
5605,674,6093.74,2020-09-19,49,{'$oid': '69fd6ef6476e52befdc83bd5'},Martín Elizondo Gollum,Prefiere no decir,80,127092.95,63879.38,74138,"['ROPA Y CALZADO', 'DEPORTES', 'ELECTRÓNICA']",Chihuahua,Chihuahua
5606,363,327.21,2022-01-19,74,{'$oid': '69fd6ef6476e52befdc83a9e'},Evelio Vergara Pelayo,No binario,83,238589.13,215642.91,153032,"['hogar y cocina', 'Electrónica', 'ELECTRÓNICA', 'Deportes']",Cancún,Quintana Roo
5607,63,8096.47,10-13-2021,62,{'$oid': '69fd6ef6476e52befdc83972'},Natalia Francisco Javier Delgadillo Arroyo,Prefiere no decir,52,48856.25,39396.67,183135,"['ROPA Y CALZADO', 'Deportes']",Monterrey,Nuevo León
5608,784,3652.72,01-25-2022,43,{'$oid': '69fd6ef6476e52befdc83c43'},Concepción Iván Muñiz Peña,Prefiere no decir,23,74020.35,25271.67,211992,['Belleza'],Culiacán,Sinaloa
5609,28,280.42,17/06/2020,72,{'$oid': '69fd6ef6476e52befdc8394f'},Cristobal Anabel Lugo,Prefiere no decir,41,159370.21,122950.76,201819,['belleza'],Aguascalientes,Aguascalientes
5610,981,5454.08,06-22-2023,53,{'$oid': '69fd6ef6476e52befdc83d08'},Dr. Elvira Ornelas,Prefiere no decir,50,130860.45,14555.12,111984,['HOGAR Y COCINA'],Chihuahua,Chihuahua
5611,355,1748.22,12-24-2021,8,{'$oid': '69fd6ef6476e52befdc83a96'},Lic. Iván Fajardo,Prefiere no decir,33,64922.2,51161.39,358315,"['Electrónica', 'Deportes', 'deportes', 'ropa y calzado']",Culiacán,Sinaloa
5612,1146,4189.01,"Jan 06, 2020",58,{'$oid': '69fd6ef6476e52befdc83dad'},Mateo José María Marrero Orozco,Prefiere no decir,37,306699.23,188868.2,242990,"['hogar y cocina', 'Electrónica', 'BELLEZA', 'ropa y calzado']",Zacatecas,Zacatecas
5613,440,8516.99,10-28-2023,23,{'$oid': '69fd6ef6476e52befdc83aeb'},Dr. Frida Orellana,Prefiere no decir,52,138349.09,28255.17,364714,"['Ropa y Calzado', 'hogar y cocina']",Oaxaca,Oaxaca
5614,505,8005.88,05/09/2022,72,{'$oid': '69fd6ef6476e52befdc83b2c'},Eduardo Sergio Botello,No binario,44,89177.19,14918.54,477890,"['hogar y cocina', 'Hogar y Cocina', 'DEPORTES', 'ROPA Y CALZADO']",La Paz,Baja California Sur
5615,724,2999.12,09/10/2023,59,{'$oid': '69fd6ef6476e52befdc83c07'},Lic. Eduardo Galarza,Prefiere no decir,31,233269.95,66345.03,489479,"['ropa y calzado', 'belleza', 'BELLEZA', 'ELECTRÓNICA', 'Deportes']",Hermosillo,Sonora
5616,795,3859.24,2023-01-01,23,{'$oid': '69fd6ef6476e52befdc83c4e'},Claudio Uriel Zedillo Gurule,Femenino,49,155110.51,38360.6,383165,['Hogar y Cocina'],Chetumal,Quintana Roo
5617,1141,6190.16,"Apr 12, 2022",10,{'$oid': '69fd6ef6476e52befdc83da8'},Asunción Mónica Zapata Arce,No binario,42,41148.47,23311.47,155781,"['ropa y calzado', 'HOGAR Y COCINA', 'Hogar y Cocina', 'deportes', 'Ropa y Calzado']",Puebla,Puebla
5618,965,6358.63,2022-12-15,67,{'$oid': '69fd6ef6476e52befdc83cf8'},Homero Antonio Rael Nieto,Femenino,78,28570.01,1417.24,154156,"['BELLEZA', 'ROPA Y CALZADO', 'Deportes', 'Ropa y Calzado']",Mazatlán,Sinaloa
5619,588,8378.61,11-23-2023,69,{'$oid': '69fd6ef6476e52befdc83b7f'},Lilia Patricio Gaona Amador,No binario,78,324383.03,298643.49,705656,['Ropa y Calzado'],Guadalajara,Jalisco
5620,25,1838.85,03/01/2023,44,{'$oid': '69fd6ef6476e52befdc8394c'},Mtro. Teresa Gutiérrez,No binario,21,275983.7,127144.59,417706,"['belleza', 'HOGAR Y COCINA', 'BELLEZA', 'Deportes', 'Ropa y Calzado']",Chihuahua,Chihuahua
5621,654,9327.6,06-29-2022,2,{'$oid': '69fd6ef6476e52befdc83bc1'},Darío Abril Castañeda Rosales,Prefiere no decir,37,61637.27,7090.06,489561,"['belleza', 'ROPA Y CALZADO', 'Ropa y Calzado', 'ropa y calzado']",Morelia,Michoacán
5622,777,4107.51,2020-11-25,42,{'$oid': '69fd6ef6476e52befdc83c3c'},Noelia Jasso,No binario,31,237591.81,131591.79,281309,"['deportes', 'hogar y cocina', 'Ropa y Calzado', 'ROPA Y CALZADO']",Chihuas,Chihuahua
5623,52,6500.35,2020-04-11,40,{'$oid': '69fd6ef6476e52befdc83967'},Alberto Rocío Saucedo,Masculino,25,117274.15,44943.1,240021,"['Electrónica', 'ropa y calzado', 'Ropa y Calzado', 'Hogar y Cocina', 'ROPA Y CALZADO']",Chihuas,Chihuahua
5624,182,6881.29,20/02/2020,11,{'$oid': '69fd6ef6476e52befdc839e9'},Catalina Vázquez Montañez,Masculino,41,103011.41,64651.74,708834,['Hogar y Cocina'],Torreón,Coahuila
5625,990,3076.56,07-09-2022,29,{'$oid': '69fd6ef6476e52befdc83d11'},Germán Mauro Galván Montalvo,Masculino,81,34188.64,15068.83,198700,"['ropa y calzado', 'DEPORTES', 'deportes', 'electrónica']",Colima,Colima
5626,497,2790.49,27/01/2023,12,{'$oid': '69fd6ef6476e52befdc83b24'},Guillermo Cristal Nieto,Prefiere no decir,23,345018.63,29036.61,328312,"['belleza', 'Ropa y Calzado', 'hogar y cocina', 'electrónica', 'BELLEZA']",Torreón,Coahuila
5627,1047,5551.64,24/01/2022,16,{'$oid': '69fd6ef6476e52befdc83d4a'},Catalina Villegas Arce,Masculino,81,214369.32,45703.19,486902,"['hogar y cocina', 'Hogar y Cocina', 'ropa y calzado', 'Belleza', 'belleza']",Puerto Vallarta,Jalisco
5628,1131,3816.97,"Feb 13, 2022",76,{'$oid': '69fd6ef6476e52befdc83d9e'},Omar Lourdes Méndez,Femenino,45,165672.63,52996.77,52447,"['Hogar y Cocina', 'belleza']",Mérida,Yucatán
5629,573,7400.96,2022-10-06,75,{'$oid': '69fd6ef6476e52befdc83b70'},Mtro. Abelardo Montez,No binario,35,247033.34,221042.4,603839,"['hogar y cocina', 'Belleza', 'Ropa y Calzado', 'Hogar y Cocina', 'deportes']",Colima,Colima
5630,673,3619.64,01-13-2020,69,{'$oid': '69fd6ef6476e52befdc83bd4'},Socorro Olga Beltrán,Prefiere no decir,24,323823.2,186161.49,699767,"['hogar y cocina', 'ropa y calzado', 'Hogar y Cocina', 'BELLEZA']",Toluca,Edo Mex
5631,33,9586.92,2023-04-07,52,{'$oid': '69fd6ef6476e52befdc83954'},Gabriela Cornejo Dávila,Masculino,79,10889.63,6999.81,138296,"['DEPORTES', 'Belleza', 'BELLEZA', 'ROPA Y CALZADO']",Zacatecas,Zacatecas
5632,616,8248.8,2020-11-09,6,{'$oid': '69fd6ef6476e52befdc83b9b'},Dulce Batista,No binario,72,240295.48,47488.81,70805,['electrónica'],Tijuana,Baja California
5633,583,8644.54,12-08-2021,32,{'$oid': '69fd6ef6476e52befdc83b7a'},Sr(a). Gabriela Rael,Femenino,78,192169.39,135428.03,536714,"['hogar y cocina', 'deportes']",Puebla,Puebla
5634,992,2982.29,2023-11-18,48,{'$oid': '69fd6ef6476e52befdc83d13'},Zoé Marín,Prefiere no decir,44,215461.74,1230.68,61172,"['Electrónica', 'ropa y calzado', 'deportes', 'Belleza']",Colima,Colima
5635,1124,5723.02,"Oct 10, 2022",26,{'$oid': '69fd6ef6476e52befdc83d97'},Alvaro Malave,Masculino,71,139235.93,1639.03,147170,"['HOGAR Y COCINA', 'Ropa y Calzado', 'ELECTRÓNICA', 'ropa y calzado']",Tapachula,Chiapas
5636,871,203.55,2020-12-01,1,{'$oid': '69fd6ef6476e52befdc83c9a'},Julio César Véliz Paz,Femenino,79,215335.81,45542.72,654523,"['Belleza', 'hogar y cocina', 'Electrónica']",Aguascalientes,Aguascalientes
5637,83,8017.71,11/08/2022,67,{'$oid': '69fd6ef6476e52befdc83986'},Celia Arenas Véliz,Masculino,46,345554.05,166003.7,460079,"['hogar y cocina', 'belleza', 'HOGAR Y COCINA', 'Deportes']",Monterrey,Nuevo León
5638,997,7195.72,"Feb 23, 2022",38,{'$oid': '69fd6ef6476e52befdc83d18'},Nicolás Cepeda Barrientos,No binario,60,58282.27,33407.23,20162,"['DEPORTES', 'electrónica', 'belleza']",Tapachla,Chiapas
5639,734,9318.54,2021-05-22,4,{'$oid': '69fd6ef6476e52befdc83c11'},Virginia Chapa,Masculino,37,183974.82,126679.27,67673,"['belleza', 'HOGAR Y COCINA', 'ROPA Y CALZADO']",Campeche,Campeche
5640,517,3115.34,2022-01-02,13,{'$oid': '69fd6ef6476e52befdc83b38'},Serafín Abreu,Femenino,61,34572.36,19174.08,578905,"['Electrónica', 'ELECTRÓNICA', 'BELLEZA', 'Belleza']",Chihuahua,Chihuahua
5641,1140,9058.57,2023-06-01,71,{'$oid': '69fd6ef6476e52befdc83da7'},Adriana Octavio Escamilla Valenzuela,Femenino,34,274369.07,25455.95,9286,"['Electrónica', 'Deportes', 'HOGAR Y COCINA', 'Belleza']",Celay,Guanajuato
5642,326,2031.21,2022-11-06,13,{'$oid': '69fd6ef6476e52befdc83a79'},Estela Soledad Alba,Prefiere no decir,20,97384.94,1980.54,480727,"['belleza', 'deportes', 'Deportes', 'ROPA Y CALZADO']",Zacatecas,Zacatecas
5643,446,2623.3,08/08/2021,12,{'$oid': '69fd6ef6476e52befdc83af1'},Ricardo de la Garza Zedillo,No binario,38,31012.49,9519.65,450532,"['electrónica', 'Deportes']",La Paz,Baja California Sur
5644,170,7373.72,02-08-2021,45,{'$oid': '69fd6ef6476e52befdc839dd'},Luz Muñoz,Masculino,72,17789.21,5308.79,149331,"['ROPA Y CALZADO', 'HOGAR Y COCINA']",Tapachula,Chiapas
5645,144,9376.51,11/01/2020,43,{'$oid': '69fd6ef6476e52befdc839c3'},Claudia Martha Barela Patiño,Masculino,81,344150.01,234026.2,19337,"['ropa y calzado', 'hogar y cocina', 'electrónica', 'Deportes', 'Electrónica']",Durango,Durango
5646,213,1340.46,2023-01-18,29,{'$oid': '69fd6ef6476e52befdc83a08'},Micaela Estela Tirado Cordero,Masculino,25,265901.94,113499.58,348623,"['electrónica', 'Hogar y Cocina', 'Electrónica', 'Deportes']",Zacatecas,Zacatecas
5647,476,4696.19,"Apr 18, 2022",45,{'$oid': '69fd6ef6476e52befdc83b0f'},Renato Godínez,No binario,34,258320.99,165974.83,664036,"['BELLEZA', 'Hogar y Cocina']",Monterrey,Nuevo León
5648,16,1644.74,09/11/2021,52,{'$oid': '69fd6ef6476e52befdc83943'},Ángela Emilia Serna,Femenino,26,224085.04,35300.42,439393,"['deportes', 'Ropa y Calzado', 'hogar y cocina']",Villahermosa,Tabasco
5649,755,8830.46,19/03/2023,25,{'$oid': '69fd6ef6476e52befdc83c26'},María del Carmen Chávez Sánchez,Masculino,70,313411.54,92318.86,596023,"['HOGAR Y COCINA', 'belleza', 'Deportes', 'DEPORTES']",Campeche,Campeche
5650,1037,6617.42,20/12/2020,35,{'$oid': '69fd6ef6476e52befdc83d40'},Abraham Armando Orta,Prefiere no decir,62,328491.65,117431.11,256113,"['Electrónica', 'ropa y calzado', 'Deportes']",Colima,Colima
5651,61,2569.22,20/10/2022,73,{'$oid': '69fd6ef6476e52befdc83970'},Julia Casares,Masculino,29,110710.6,100647.49,5610,"['Electrónica', 'ROPA Y CALZADO', 'HOGAR Y COCINA', 'Deportes', 'BELLEZA']",Puerto Vallarta,Jalisco
5652,341,336.94,15/08/2022,51,{'$oid': '69fd6ef6476e52befdc83a88'},Rocío Alfonso Nieves Terrazas,No binario,40,27250.75,19590.25,280698,"['deportes', 'Hogar y Cocina', 'Belleza', 'DEPORTES']",Cuernavaca,Morelos
5653,1123,5691.43,2021-03-25,50,{'$oid': '69fd6ef6476e52befdc83d96'},Antonia Gerardo Durán,Prefiere no decir,79,337634.22,220916.32,522343,"['electrónica', 'Belleza', 'Deportes']",Villahermosa,Tabasco
5654,997,2177.91,2020-05-09,36,{'$oid': '69fd6ef6476e52befdc83d18'},Nicolás Cepeda Barrientos,No binario,60,58282.27,33407.23,20162,"['DEPORTES', 'electrónica', 'belleza']",Tapachla,Chiapas
5655,592,7978.29,24/07/2023,21,{'$oid': '69fd6ef6476e52befdc83b83'},Ing. Hugo Acosta,Femenino,39,347950.82,303431.99,113322,"['ropa y calzado', 'hogar y cocina']",Cuernavaca,Morelos
5656,145,6390.36,02-27-2022,13,{'$oid': '69fd6ef6476e52befdc839c4'},Oswaldo Isabel Cepeda Reynoso,Femenino,60,60645.66,54862.54,138775,"['Ropa y Calzado', 'ropa y calzado', 'ROPA Y CALZADO']",Guadalajara,Jalisco
5657,744,2287.13,2023-03-08,4,{'$oid': '69fd6ef6476e52befdc83c1b'},Jaime Paredes,Prefiere no decir,77,29145.74,27013.66,300199,['deportes'],Mérida,Yucatán
5658,207,6159.75,"Mar 08, 2021",42,{'$oid': '69fd6ef6476e52befdc83a02'},Alejandro Crespo,No binario,72,172092.09,157244.87,116278,"['Ropa y Calzado', 'Deportes', 'BELLEZA', 'ROPA Y CALZADO', 'Belleza']",Puerto Vallarta,Jalisco
5659,23,9573.8,02-17-2023,78,{'$oid': '69fd6ef6476e52befdc8394a'},Omar Limón,Femenino,28,95533.81,4383.28,524861,"['Ropa y Calzado', 'ROPA Y CALZADO', 'electrónica', 'ropa y calzado', 'Hogar y Cocina']",Culiacán,Sinaloa
5660,793,4535.86,03-25-2022,29,{'$oid': '69fd6ef6476e52befdc83c4c'},Ricardo Ana María Tórrez Preciado,No binario,64,248993.53,104738.64,257671,"['Electrónica', 'DEPORTES', 'Deportes', 'BELLEZA', 'ropa y calzado']",Querétaro,Querétaro
5661,1108,8661.2,2022-02-15,10,{'$oid': '69fd6ef6476e52befdc83d87'},Ana Luisa Briones,Femenino,19,162750.83,14736.83,727858,"['belleza', 'DEPORTES', 'Hogar y Cocina', 'hogar y cocina']",Los Mochs,Sinaloa
5662,621,2033.29,12-16-2020,54,{'$oid': '69fd6ef6476e52befdc83ba0'},Gabriel Joaquín Magaña,No binario,54,133587.4,58915.23,198906,"['ELECTRÓNICA', 'ropa y calzado', 'DEPORTES', 'Hogar y Cocina', 'Ropa y Calzado']",Villahermosa,Tabasco
5663,917,7778.92,11-08-2020,76,{'$oid': '69fd6ef6476e52befdc83cc8'},José Manuél Elsa Aguilera,Femenino,60,181086.26,36419.0,547257,"['hogar y cocina', 'DEPORTES', 'deportes', 'Electrónica', 'ROPA Y CALZADO']",Saltillo,Coahuila
5664,150,6723.89,14/11/2021,1,{'$oid': '69fd6ef6476e52befdc839c9'},Graciela Collado,Femenino,32,239752.77,85192.38,380441,"['ropa y calzado', 'Hogar y Cocina', 'electrónica', 'Electrónica', 'belleza']",Chetumal,Quintana Roo
5665,74,4214.68,"Oct 16, 2021",32,{'$oid': '69fd6ef6476e52befdc8397d'},Alvaro Castellanos Zepeda,Prefiere no decir,49,330463.62,188759.15,476102,['BELLEZA'],Oaxaca,Oaxaca
5666,901,2936.81,2021-12-08,1,{'$oid': '69fd6ef6476e52befdc83cb8'},Dr. Magdalena Miranda,Masculino,85,134092.47,40835.57,619242,"['ropa y calzado', 'belleza', 'Hogar y Cocina']",Saltillo,Coahuila
5667,785,5072.52,12-14-2022,27,{'$oid': '69fd6ef6476e52befdc83c44'},Gabino Ángela Vaca Angulo,Prefiere no decir,85,293449.76,225148.55,214233,"['belleza', 'Ropa y Calzado', 'ELECTRÓNICA', 'deportes', 'Deportes']",Colima,Colima
5668,407,8887.03,2023-04-22,50,{'$oid': '69fd6ef6476e52befdc83aca'},José Carlos Darío Angulo,Masculino,40,51457.53,12870.56,160306,"['hogar y cocina', 'BELLEZA']",Tepic,Nayarit
5669,269,7817.97,"Dec 04, 2020",47,{'$oid': '69fd6ef6476e52befdc83a40'},Cristal Dulce Morales,Prefiere no decir,45,204230.44,2938.8,713568,"['BELLEZA', 'electrónica', 'Belleza', 'HOGAR Y COCINA']",La Paz,Baja California Sur
5670,666,2361.6,2021-07-25,23,{'$oid': '69fd6ef6476e52befdc83bcd'},Sergio Pedraza,Prefiere no decir,52,246505.42,201853.75,544930,['Ropa y Calzado'],Culiacán,Sinaloa
5671,505,3639.52,2023-02-24,17,{'$oid': '69fd6ef6476e52befdc83b2c'},Eduardo Sergio Botello,No binario,44,89177.19,14918.54,477890,"['hogar y cocina', 'Hogar y Cocina', 'DEPORTES', 'ROPA Y CALZADO']",La Paz,Baja California Sur
5672,796,2977.16,2021-01-09,39,{'$oid': '69fd6ef6476e52befdc83c4f'},Maximiliano Armando Berríos,Femenino,18,220520.34,185613.39,595191,['Belleza'],Cancun,Quintana Roo
5673,1112,6453.59,02-15-2020,8,{'$oid': '69fd6ef6476e52befdc83d8b'},Martha Godoy,Masculino,66,59924.65,11757.24,551085,"['Hogar y Cocina', 'belleza', 'Deportes']",Mérida,Yucatán
5674,1089,3208.04,10-22-2023,9,{'$oid': '69fd6ef6476e52befdc83d74'},Estela Jorge Luis Sanches Madrigal,No binario,49,4689.77,3420.51,173565,"['Ropa y Calzado', 'DEPORTES', 'hogar y cocina', 'Electrónica', 'ELECTRÓNICA']",Torreón,Coahuila
5675,84,3686.65,04-28-2022,52,{'$oid': '69fd6ef6476e52befdc83987'},Genaro Miriam Prado Saucedo,No binario,29,114228.71,69400.89,436667,"['HOGAR Y COCINA', 'electrónica', 'Electrónica', 'belleza']",Querétaro,Querétaro
5676,458,5839.68,2021-07-07,76,{'$oid': '69fd6ef6476e52befdc83afd'},Sr(a). Caridad Heredia,No binario,45,11827.38,3229.74,248371,"['DEPORTES', 'Electrónica', 'electrónica', 'Deportes']",Zacatecas,Zacatecas
5677,11,8485.28,12/02/2021,13,{'$oid': '69fd6ef6476e52befdc8393e'},Aurelio Baeza,Prefiere no decir,54,177348.64,138931.78,62627,"['DEPORTES', 'HOGAR Y COCINA']",Chetumal,Quintana Roo
5678,525,5283.85,04-02-2021,76,{'$oid': '69fd6ef6476e52befdc83b40'},Dolores Ilse Villarreal Gastélum,Femenino,36,334346.68,220318.72,651209,['BELLEZA'],Colima,Colima
5679,979,2306.81,24/02/2023,30,{'$oid': '69fd6ef6476e52befdc83d06'},Gabriel Treviño Montaño,Masculino,75,179006.77,81919.42,153095,"['Belleza', 'electrónica', 'hogar y cocina']",Culiacán,Sinaloa
5680,550,7069.73,2020-12-16,69,{'$oid': '69fd6ef6476e52befdc83b59'},Jacinto Curiel Espinosa,Prefiere no decir,20,341186.88,136021.35,83945,"['hogar y cocina', 'ropa y calzado', 'ROPA Y CALZADO']",Los Mochis,Sinaloa
5681,507,8002.69,2023-09-14,8,{'$oid': '69fd6ef6476e52befdc83b2e'},Luis Saldivar,Masculino,64,284392.04,252707.76,699934,"['electrónica', 'belleza', 'Hogar y Cocina', 'deportes', 'ELECTRÓNICA']",Cancun,Quintana Roo
5682,447,5040.07,2022-12-16,66,{'$oid': '69fd6ef6476e52befdc83af2'},Isabela Muñiz,Femenino,26,179129.99,66998.73,75919,"['ROPA Y CALZADO', 'HOGAR Y COCINA', 'electrónica', 'Hogar y Cocina']",Tapachla,Chiapas
5683,82,1214.97,2020-09-20,75,{'$oid': '69fd6ef6476e52befdc83985'},Socorro Pabón,Prefiere no decir,18,271098.44,125398.39,701085,"['Hogar y Cocina', 'BELLEZA']",Saltillo,Coahuila
5684,736,6062.52,"Oct 07, 2021",28,{'$oid': '69fd6ef6476e52befdc83c13'},Mtro. Jesús Castañeda,No binario,30,242532.32,87447.91,268557,['deportes'],Campeche,Campeche
5685,586,400.23,11-08-2022,58,{'$oid': '69fd6ef6476e52befdc83b7d'},Amanda Pichardo Jurado,No binario,72,121277.52,24384.17,113741,"['hogar y cocina', 'Belleza', 'HOGAR Y COCINA', 'Hogar y Cocina', 'BELLEZA']",Aguascalientes,Aguascalientes
5686,719,6957.02,2021-11-20,54,{'$oid': '69fd6ef6476e52befdc83c02'},Pedro Candelaria,No binario,23,110291.1,64551.97,209380,"['ropa y calzado', 'hogar y cocina', 'Belleza']",Hermosillo,Sonora
5687,363,5851.14,2020-03-14,25,{'$oid': '69fd6ef6476e52befdc83a9e'},Evelio Vergara Pelayo,No binario,83,238589.13,215642.91,153032,"['hogar y cocina', 'Electrónica', 'ELECTRÓNICA', 'Deportes']",Cancún,Quintana Roo
5688,808,8781.38,2021-12-30,37,{'$oid': '69fd6ef6476e52befdc83c5b'},Alfredo Crespo Bustos,Femenino,42,155160.3,100944.67,401973,"['DEPORTES', 'deportes', 'Hogar y Cocina', 'Deportes', 'hogar y cocina']",Puerto Vallarta,Jalisco
5689,415,5186.38,2021-12-21,36,{'$oid': '69fd6ef6476e52befdc83ad2'},Irma Griego de León,Masculino,82,244308.16,181948.38,213979,"['HOGAR Y COCINA', 'Hogar y Cocina', 'deportes', 'Electrónica']",Toloc,Estado de México
5690,645,2440.51,29/09/2022,27,{'$oid': '69fd6ef6476e52befdc83bb8'},Delia Martha Farías,No binario,37,46812.59,2459.49,239674,"['deportes', 'Electrónica']",Torreón,Coahuila
5691,128,6445.01,2021-10-24,56,{'$oid': '69fd6ef6476e52befdc839b3'},Sr(a). Olivia Prieto,Masculino,26,331945.89,70432.41,722057,"['DEPORTES', 'ropa y calzado', 'HOGAR Y COCINA', 'belleza', 'deportes']",Cancun,Quintana Roo
5692,237,1478.16,10/09/2020,11,{'$oid': '69fd6ef6476e52befdc83a20'},Lucía Negrete Chapa,Femenino,51,107301.28,78961.5,108156,"['Hogar y Cocina', 'belleza', 'BELLEZA', 'electrónica', 'HOGAR Y COCINA']",Tepic,Nayarit
5693,451,633.53,2023-05-27,17,{'$oid': '69fd6ef6476e52befdc83af6'},Nicolás Maximiliano Rincón,Masculino,68,305420.84,262013.67,181310,"['Ropa y Calzado', 'BELLEZA']",Morelia,Michoacán
5694,485,6184.45,06-23-2022,42,{'$oid': '69fd6ef6476e52befdc83b18'},Dr. Olivia Rojas,Masculino,23,134218.2,39650.98,620786,['Deportes'],Mochis,Sinaloa
5695,207,1938.4,03-01-2020,7,{'$oid': '69fd6ef6476e52befdc83a02'},Alejandro Crespo,No binario,72,172092.09,157244.87,116278,"['Ropa y Calzado', 'Deportes', 'BELLEZA', 'ROPA Y CALZADO', 'Belleza']",Puerto Vallarta,Jalisco
5696,924,2085.83,2020-12-14,68,{'$oid': '69fd6ef6476e52befdc83ccf'},Rolando Ojeda Marroquín,No binario,74,306738.38,198190.01,573214,"['Electrónica', 'deportes', 'belleza']",Torreón,Coahuila
5697,467,7967.7,19/07/2021,78,{'$oid': '69fd6ef6476e52befdc83b06'},Celia Carvajal de la Torre,Femenino,21,293436.61,21596.14,377070,"['HOGAR Y COCINA', 'belleza', 'Electrónica']",Chihuahua,Chihuahua
5698,750,3103.86,2023-01-26,32,{'$oid': '69fd6ef6476e52befdc83c21'},Ofelia Gamez Fonseca,Prefiere no decir,42,232146.67,200330.77,430532,"['Electrónica', 'ELECTRÓNICA', 'deportes']",Campeche,Campeche
5699,955,8615.72,30/08/2020,5,{'$oid': '69fd6ef6476e52befdc83cee'},Barbara Julio César Casárez Ávila,No binario,28,273741.77,241161.16,590206,"['Electrónica', 'electrónica', 'Deportes']",Tapachula,Chiapas
5700,149,4709.34,15/04/2023,68,{'$oid': '69fd6ef6476e52befdc839c8'},Rodolfo Blanca Solís,No binario,28,52404.86,11488.69,172039,"['Hogar y Cocina', 'Electrónica', 'Ropa y Calzado', 'ROPA Y CALZADO', 'electrónica']",Colima,Colima
5701,298,8965.07,2020-09-09,56,{'$oid': '69fd6ef6476e52befdc83a5d'},Maximiliano David Cortez,Femenino,84,260344.04,215754.94,103875,"['Hogar y Cocina', 'ROPA Y CALZADO', 'ropa y calzado', 'Belleza']",Oaxaca,Oaxaca
5702,863,3730.64,27/06/2021,12,{'$oid': '69fd6ef6476e52befdc83c92'},Lic. Eloy Villareal,Femenino,24,110501.08,65501.5,720369,"['ROPA Y CALZADO', 'Hogar y Cocina', 'belleza']",Tepic,Nayarit
5703,373,9221.01,2023-01-17,77,{'$oid': '69fd6ef6476e52befdc83aa8'},María Teresa Barragán,Masculino,71,158747.99,95307.45,107039,"['belleza', 'DEPORTES', 'Hogar y Cocina', 'deportes']",Culiacán,Sinaloa
5704,465,2386.72,04/09/2020,46,{'$oid': '69fd6ef6476e52befdc83b04'},Angélica Aparicio Cervantes,No binario,62,209355.98,154318.19,392206,"['ropa y calzado', 'hogar y cocina']",Los Mochis,Sinaloa
5705,655,5748.21,2022-02-09,25,{'$oid': '69fd6ef6476e52befdc83bc2'},Lic. Gonzalo Iglesias,Masculino,52,248625.99,177945.61,662974,"['Ropa y Calzado', 'Belleza']",Colima,Colima
5706,185,7603.9,02-17-2020,78,{'$oid': '69fd6ef6476e52befdc839ec'},Juana Hilda Haro,No binario,29,66642.63,6312.33,453034,"['ropa y calzado', 'hogar y cocina']",Tijuana,Baja California
5707,317,3931.34,01-23-2022,46,{'$oid': '69fd6ef6476e52befdc83a70'},Berta Trinidad Padrón,Prefiere no decir,57,344315.41,72210.03,90375,"['Ropa y Calzado', 'Deportes']",Campeche,Campeche
